cusip;year;inva;dt_75;dt_76;dt_77;dt_78;dt_79;dt_80;dt_81;dt_82;dt_83;dt_84;dt_85;dt_86;dt_87;vala;debta;cfa;sales
4816;84;0.03965;0;0;0;0;0;0;0;0;0;1;0;0;0;2.25776;0.09914;0.35214;1.92675022118144
4816;85;0.06241;0;0;0;0;0;0;0;0;0;0;1;0;0;1.2408;0.17836;0.23726;1.56774729280067
4816;86;0.02184;0;0;0;0;0;0;0;0;0;0;0;1;0;1.31677;0.31589;0.1682;1.29464762909231
4816;87;0.03667;0;0;0;0;0;0;0;0;0;0;0;0;1;1.01914;0.36117;0.11353;1.37165937271638
6284;74;0.13859;0;0;0;0;0;0;0;0;0;0;0;0;0;0.20362;0.44911;0.11017;1.7090794573749
6284;75;0.01067;1;0;0;0;0;0;0;0;0;0;0;0;0;0.12524;0.53253;0.13312;1.80353901946524
6284;76;0.04;0;1;0;0;0;0;0;0;0;0;0;0;0;0.26846;0.29483;0.09866;1.91463102249699
6284;77;0.0256;0;0;1;0;0;0;0;0;0;0;0;0;0;0.27896;0.12836;0.10126;1.78646012585595
6284;78;0.11396;0;0;0;1;0;0;0;0;0;0;0;0;0;0.27108;0.14065;0.12536;1.80890462840548
6284;79;0.14384;0;0;0;0;1;0;0;0;0;0;0;0;0;0.2375;0.09438;0.10665;1.69266046879706
6284;80;0.07883;0;0;0;0;0;1;0;0;0;0;0;0;0;0.21397;0.2396;0.1221;1.54643691723448
6284;81;0.21351;0;0;0;0;0;0;1;0;0;0;0;0;0;0.2403;0.15638;0.1006;1.43673220257706
6284;82;0.03789;0;0;0;0;0;0;0;1;0;0;0;0;0;0.1937;0.20988;0.0532;1.15047485899338
6284;83;0.03311;0;0;0;0;0;0;0;0;1;0;0;0;0;0.36937;0.17387;0.09712;1.15501807616881
6284;84;0.18713;0;0;0;0;0;0;0;0;0;1;0;0;0;0.65438;0.16826;0.15697;1.493697317154
6284;85;0.03693;0;0;0;0;0;0;0;0;0;0;1;0;0;0.48765;0.32892;0.19795;1.50178800054766
6284;86;0.2297;0;0;0;0;0;0;0;0;0;0;0;1;0;0.76013;0.23479;0.2045;1.72540018910976
6284;87;0.06914;0;0;0;0;0;0;0;0;0;0;0;0;1;1.25991;0.67916;0.18577;1.79856511495385
7500;74;0.04018;0;0;0;0;0;0;0;0;0;0;0;0;0;1.1925;0.2194;0.16498;2.42141454350477
7500;75;0.0483;1;0;0;0;0;0;0;0;0;0;0;0;0;0.32189;0.15001;0.15299;2.38461479172789
7500;76;0.02385;0;1;0;0;0;0;0;0;0;0;0;0;0;0.89409;0.1318;0.19803;2.51167794430714
7500;77;0.02889;0;0;1;0;0;0;0;0;0;0;0;0;0;0.84918;0.36087;0.1688;1.6113241239749
7500;78;0.02646;0;0;0;1;0;0;0;0;0;0;0;0;0;0.48853;0.30468;0.09587;2.13134839799254
7500;79;0.06438;0;0;0;0;1;0;0;0;0;0;0;0;0;0.44053;0.16903;0.013;2.00438589488905
7500;80;0.02845;0;0;0;0;0;1;0;0;0;0;0;0;0;0.89444;0.06222;0.06764;1.63927654691161
7500;81;0.03069;0;0;0;0;0;0;1;0;0;0;0;0;0;1.34793;0.16894;0.12002;1.55165087899495
7500;82;0.00345;0;0;0;0;0;0;0;1;0;0;0;0;0;0.70084;0.05736;0.06883;1.44582913542518
7500;83;0.0047;0;0;0;0;0;0;0;0;1;0;0;0;0;1.40078;0.07655;0.048;0.409919412101283
7500;84;0.00682;0;0;0;0;0;0;0;0;0;1;0;0;0;2.02779;0.08661;0.10669;0.474078253135335
7500;85;0.00489;0;0;0;0;0;0;0;0;0;0;1;0;0;1.57255;0.08949;0.08752;0.481199498033569
7500;86;0.00449;0;0;0;0;0;0;0;0;0;0;0;1;0;1.33868;0.09409;0.07852;0.635585497861421
7500;87;0.0022;0;0;0;0;0;0;0;0;0;0;0;0;1;1.35293;0.09079;0.02952;0.495226889857475
8878;74;0.03532;0;0;0;0;0;0;0;0;0;0;0;0;0;0.23689;0.26789;0.11249;0.85715187505939
8878;75;0.04337;1;0;0;0;0;0;0;0;0;0;0;0;0;0.1225;0.22934;0.11562;0.831887234569958
8878;76;0.04259;0;1;0;0;0;0;0;0;0;0;0;0;0;0.19967;0.32489;0.09607;0.934521380763322
8878;77;0.05026;0;0;1;0;0;0;0;0;0;0;0;0;0;0.19823;0.20158;0.05284;0.889883320299291
8878;78;0.02076;0;0;0;1;0;0;0;0;0;0;0;0;0;0.19423;0.15168;0.03306;0.772394581129744
8878;79;0.03744;0;0;0;0;1;0;0;0;0;0;0;0;0;0.30108;0.21573;-0.09045;1.31388158249596
8878;80;0.07065;0;0;0;0;0;1;0;0;0;0;0;0;0;0.30849;0.22477;0.0645;1.62759957467847
8878;81;0.07672;0;0;0;0;0;0;1;0;0;0;0;0;0;0.64076;0.18308;0.18854;1.80888517958447
8878;82;0.03891;0;0;0;0;0;0;0;1;0;0;0;0;0;0.28718;0.15013;-0.03661;1.27662515770787
8878;83;0.05753;0;0;0;0;0;0;0;0;1;0;0;0;0;0.31442;0.11529;-0.06147;1.14071956513997
8878;84;0.06058;0;0;0;0;0;0;0;0;0;1;0;0;0;0.45301;0.10089;0.01746;1.11171637854265
8878;85;0.01251;0;0;0;0;0;0;0;0;0;0;1;0;0;0.30808;0.08036;0.00207;1.1963190752731
8878;86;0.04909;0;0;0;0;0;0;0;0;0;0;0;1;0;0.38122;0.07484;0.0887;1.45449761256867
8878;87;0.02768;0;0;0;0;0;0;0;0;0;0;0;0;1;0.44512;0.04973;0.05074;1.25590315849589
9158;74;0.1897;0;0;0;0;0;0;0;0;0;0;0;0;0;1.21006;0.27432;0.16437;0.771376469445727
9158;75;0.1933;1;0;0;0;0;0;0;0;0;0;0;0;0;0.84964;0.31504;0.20321;0.915530018112905
9158;76;0.16122;0;1;0;0;0;0;0;0;0;0;0;0;0;1.00939;0.28646;0.21149;0.895008571385002
9158;77;0.11991;0;0;1;0;0;0;0;0;0;0;0;0;0;0.99788;0.26644;0.19269;0.822216376648193
9158;78;0.14426;0;0;0;1;0;0;0;0;0;0;0;0;0;0.58191;0.24371;0.18583;0.796459909192824
9158;79;0.14679;0;0;0;0;1;0;0;0;0;0;0;0;0;0.57926;0.19718;0.17393;0.750061340986513
9158;80;0.16674;0;0;0;0;0;1;0;0;0;0;0;0;0;0.55648;0.20589;0.16094;0.733733644455308
9158;81;0.13424;0;0;0;0;0;0;1;0;0;0;0;0;0;0.641;0.22739;0.13377;0.650797639580857
9158;82;0.15993;0;0;0;0;0;0;0;1;0;0;0;0;0;0.41647;0.17081;0.13913;0.651618237616311
9158;83;0.08776;0;0;0;0;0;0;0;0;1;0;0;0;0;0.29051;0.25226;0.11325;0.571996431921535
9158;84;0.09255;0;0;0;0;0;0;0;0;0;1;0;0;0;0.52727;0.20195;0.12067;0.582005108338515
9158;85;0.13246;0;0;0;0;0;0;0;0;0;0;1;0;0;0.47528;0.18432;0.14928;0.611740769188841
9158;86;0.13008;0;0;0;0;0;0;0;0;0;0;0;1;0;0.52145;0.25562;0.14536;0.617970439959459
9158;87;0.11583;0;0;0;0;0;0;0;0;0;0;0;0;1;0.66822;0.34968;0.16534;0.703365256953686
12041;74;0.01897;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13331;0.16382;0.01672;1.28159158089991
12041;75;0.02221;1;0;0;0;0;0;0;0;0;0;0;0;0;0.05982;0.10236;0.016;1.26084687639779
12041;76;0.02019;0;1;0;0;0;0;0;0;0;0;0;0;0;0.20136;0.26826;0.05287;1.26673933381325
12041;77;0.04371;0;0;1;0;0;0;0;0;0;0;0;0;0;0.15768;0.21382;0.06873;1.2772204486174
12041;78;0.04416;0;0;0;1;0;0;0;0;0;0;0;0;0;0.17843;0.35313;0.1255;1.77528248932276
12041;79;0.09597;0;0;0;0;1;0;0;0;0;0;0;0;0;0.26894;0.29477;0.13102;1.84668180384609
12041;80;0.01821;0;0;0;0;0;1;0;0;0;0;0;0;0;0.26381;0.32159;0.08719;1.68502810459288
12041;81;0.03941;0;0;0;0;0;0;1;0;0;0;0;0;0;0.22463;0.2793;0.07938;1.77619566601419
12041;82;0.05019;0;0;0;0;0;0;0;1;0;0;0;0;0;0.22908;0.2145;0.06543;1.79568088029891
12041;83;0.06307;0;0;0;0;0;0;0;0;1;0;0;0;0;0.32171;0.3001;0.12664;1.51701257479387
12041;84;0.07418;0;0;0;0;0;0;0;0;0;1;0;0;0;0.76063;0.16137;0.12787;1.39521702118502
12041;85;0.0634;0;0;0;0;0;0;0;0;0;0;1;0;0;0.33513;0.12128;0.03264;1.20271228312716
12041;86;0.03131;0;0;0;0;0;0;0;0;0;0;0;1;0;0.27775;0.09337;-0.03665;0.953431460903767
12041;87;0.03853;0;0;0;0;0;0;0;0;0;0;0;0;1;0.29132;0.06746;0.02592;0.978038135780841
17372;74;0.06429;0;0;0;0;0;0;0;0;0;0;0;0;0;0.22435;0.27581;0.1226;1.30617925392164
17372;75;0.06869;1;0;0;0;0;0;0;0;0;0;0;0;0;0.13979;0.22645;0.1407;1.4029122488469
17372;76;0.07401;0;1;0;0;0;0;0;0;0;0;0;0;0;0.17122;0.22975;0.08933;1.0789129927002
17372;77;0.16782;0;0;1;0;0;0;0;0;0;0;0;0;0;0.23544;0.2834;0.09012;1.17140930047707
17372;78;0.06694;0;0;0;1;0;0;0;0;0;0;0;0;0;0.1143;0.38162;0.05741;0.842996941011029
17372;79;0.06122;0;0;0;0;1;0;0;0;0;0;0;0;0;0.08829;0.36517;0.07372;1.10990960107353
17372;80;0.17058;0;0;0;0;0;1;0;0;0;0;0;0;0;0.15791;0.31935;0.08598;1.22377558276812
17372;81;0.12627;0;0;0;0;0;0;1;0;0;0;0;0;0;0.25523;0.37856;0.04292;0.77428163752739
17372;82;0.03987;0;0;0;0;0;0;0;1;0;0;0;0;0;0.1559;0.41631;0.07028;0.958552690912754
17372;83;0.03208;0;0;0;0;0;0;0;0;1;0;0;0;0;0.16512;0.37705;0.09555;1.52900387187989
17372;84;0.03899;0;0;0;0;0;0;0;0;0;1;0;0;0;0.21577;0.39469;0.07596;1.38689272908201
17372;85;0.062;0;0;0;0;0;0;0;0;0;0;1;0;0;0.17529;0.49462;0.14496;1.58306413517116
17372;86;0.03633;0;0;0;0;0;0;0;0;0;0;0;1;0;0.19689;0.62774;0.19742;1.94255406144035
17372;87;0.03072;0;0;0;0;0;0;0;0;0;0;0;0;1;0.18106;0.58348;0.0716;1.77460134610829
17634;74;0.03797;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18828;0.3877;0.11925;1.89083137913162
17634;75;0.03797;1;0;0;0;0;0;0;0;0;0;0;0;0;0.10703;0.52662;0.08757;1.95052573399134
17634;76;0.03559;0;1;0;0;0;0;0;0;0;0;0;0;0;0.2702;0.52719;0.11716;2.16743113247024
17634;77;0.05177;0;0;1;0;0;0;0;0;0;0;0;0;0;0.33312;0.39489;0.13636;2.23721203836367
17634;78;0.03862;0;0;0;1;0;0;0;0;0;0;0;0;0;0.40767;0.34552;0.11563;2.25431190297679
17634;79;0.04921;0;0;0;0;1;0;0;0;0;0;0;0;0;0.29563;0.36296;0.11209;1.98815501781863
17634;80;0.07425;0;0;0;0;0;1;0;0;0;0;0;0;0;0.3477;0.30523;0.11513;2.03951694140147
17634;81;0.03868;0;0;0;0;0;0;1;0;0;0;0;0;0;0.39548;0.28089;0.07137;1.85150094205853
17634;82;0.03046;0;0;0;0;0;0;0;1;0;0;0;0;0;0.33662;0.26104;0.06124;1.77457587929515
17634;83;0.03473;0;0;0;0;0;0;0;0;1;0;0;0;0;0.31581;0.35051;0.00309;1.51079410075389
17634;84;0.0551;0;0;0;0;0;0;0;0;0;1;0;0;0;0.74299;0.24066;0.05063;1.60888619673557
17634;85;0.06032;0;0;0;0;0;0;0;0;0;0;1;0;0;0.55874;0.23819;0.09337;1.6783375455413
17634;86;0.1048;0;0;0;0;0;0;0;0;0;0;0;1;0;0.79622;0.39772;0.10102;1.65534730689858
17634;87;0.09022;0;0;0;0;0;0;0;0;0;0;0;0;1;0.56068;0.33262;0.0611;1.64046352691388
17753;74;0.00745;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5579;0.24431;0.29451;1.86838507959206
17753;75;0.01242;1;0;0;0;0;0;0;0;0;0;0;0;0;0.31856;0.18601;0.30041;1.61621038451681
17753;76;0.00935;0;1;0;0;0;0;0;0;0;0;0;0;0;0.44992;0.16077;0.25235;1.67739374704528
17753;77;0.0503;0;0;1;0;0;0;0;0;0;0;0;0;0;0.93875;0;0.4345;2.01306284732018
17753;78;0.14488;0;0;0;1;0;0;0;0;0;0;0;0;0;1.16037;0;0.48451;1.9005514275973
17753;79;0.08551;0;0;0;0;1;0;0;0;0;0;0;0;0;1.0668;0;0.47664;1.71582248894433
17753;80;0.01979;0;0;0;0;0;1;0;0;0;0;0;0;0;0.77101;0;0.36587;1.4703029155031
17753;81;0.04623;0;0;0;0;0;0;1;0;0;0;0;0;0;0.7268;0.0297;0.38498;1.53930101945753
17753;82;0.03302;0;0;0;0;0;0;0;1;0;0;0;0;0;0.92624;0.02851;0.35007;1.52188186739562
17753;83;0.01461;0;0;0;0;0;0;0;0;1;0;0;0;0;1.05441;0.0266;0.33641;1.39205006364936
17753;84;0.07659;0;0;0;0;0;0;0;0;0;1;0;0;0;2.2799;0.0276;0.38617;1.50528867633518
17753;85;0.07925;0;0;0;0;0;0;0;0;0;0;1;0;0;2.08979;0.02453;0.3782;1.42790065789652
17753;86;0.11043;0;0;0;0;0;0;0;0;0;0;0;1;0;3.26136;0.0241;0.41635;1.41969835639224
17753;87;0.109;0;0;0;0;0;0;0;0;0;0;0;0;1;2.61859;0;0.45705;1.50199115144905
19411;74;0.07403;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18948;0.46495;0.11093;1.93683876132041
19411;75;0.10884;1;0;0;0;0;0;0;0;0;0;0;0;0;0.15521;0.59272;0.10319;2.02028307899758
19411;76;0.04014;0;1;0;0;0;0;0;0;0;0;0;0;0;0.12068;0.62994;-0.00634;1.51662131756985
19411;77;0.02677;0;0;1;0;0;0;0;0;0;0;0;0;0;0.13429;0.62819;-0.00668;1.82155765514342
19411;78;0.02594;0;0;0;1;0;0;0;0;0;0;0;0;0;0.18568;0.50092;0.03213;1.92368137192391
19411;79;0.03322;0;0;0;0;1;0;0;0;0;0;0;0;0;0.13218;0.45128;0.01686;2.08827736710699
19411;80;0.03335;0;0;0;0;0;1;0;0;0;0;0;0;0;0.20919;0.36535;0.04445;1.94339848791319
19411;81;0.01657;0;0;0;0;0;0;1;0;0;0;0;0;0;0.1448;0.39933;-0.02315;1.88377781764197
19411;82;0.02485;0;0;0;0;0;0;0;1;0;0;0;0;0;0.17477;0.37594;-0.01275;1.9125506025209
19411;83;0.03115;0;0;0;0;0;0;0;0;1;0;0;0;0;0.16194;0.39514;-0.08541;1.76112699348231
19411;84;0.10004;0;0;0;0;0;0;0;0;0;1;0;0;0;0.21469;0.23988;-0.01337;1.72314725694531
19411;85;0.08263;0;0;0;0;0;0;0;0;0;0;1;0;0;0.42345;0.39046;0.12888;2.20374757996093
19411;86;0.06142;0;0;0;0;0;0;0;0;0;0;0;1;0;0.35526;0.28973;0.04741;1.39143679629875
19411;87;0.04102;0;0;0;0;0;0;0;0;0;0;0;0;1;0.69959;0.30387;0.0836;1.77303034171344
19645;74;0.04719;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11959;0.23251;0.07246;1.50535611716959
19645;75;0.04576;1;0;0;0;0;0;0;0;0;0;0;0;0;0.08207;0.25506;0.08293;1.50484147442134
19645;76;0.06217;0;1;0;0;0;0;0;0;0;0;0;0;0;0.14526;0.24566;0.14483;1.64815192107565
19645;77;0.07569;0;0;1;0;0;0;0;0;0;0;0;0;0;0.26684;0.17415;0.17505;1.47098429126442
19645;78;0.10692;0;0;0;1;0;0;0;0;0;0;0;0;0;0.2512;0.13649;0.1792;1.33003874807317
19645;79;0.04338;0;0;0;0;1;0;0;0;0;0;0;0;0;0.23901;0.20147;0.16546;1.21801575024746
19645;80;0.03318;0;0;0;0;0;1;0;0;0;0;0;0;0;0.2711;0.18182;0.1629;1.24519294375954
19645;81;0.02619;0;0;0;0;0;0;1;0;0;0;0;0;0;0.27719;0.20577;0.14208;1.26278206943304
19645;82;0.02156;0;0;0;0;0;0;0;1;0;0;0;0;0;0.12172;0.21093;0.08398;1.24599999890158
19645;83;0.01118;0;0;0;0;0;0;0;0;1;0;0;0;0;0.09144;0.22579;-0.00913;1.20027502092105
19645;84;0.01308;0;0;0;0;0;0;0;0;0;1;0;0;0;0.17266;0.23849;0.02039;1.03157074280601
19645;85;0.02153;0;0;0;0;0;0;0;0;0;0;1;0;0;0.06832;0.02651;0.06304;1.08156440598191
19645;86;0.03035;0;0;0;0;0;0;0;0;0;0;0;1;0;0.12377;0.60238;-0.00689;1.83726190436448
19645;87;0.0331;0;0;0;0;0;0;0;0;0;0;0;0;1;0.10137;0.14846;0.08744;2.05621080520411
20753;74;0.07449;0;0;0;0;0;0;0;0;0;0;0;0;0;0.44651;0.44175;0.165;1.33961345113604
20753;75;0.03372;1;0;0;0;0;0;0;0;0;0;0;0;0;0.2646;0.42581;0.09538;1.67950534143411
20753;76;0.07387;0;1;0;0;0;0;0;0;0;0;0;0;0;0.52863;0.37213;0.12961;1.7980404616454
20753;77;0.192;0;0;1;0;0;0;0;0;0;0;0;0;0;0.65976;0.35735;0.35194;2.16383938157612
20753;78;0.15213;0;0;0;1;0;0;0;0;0;0;0;0;0;1.0422;0.2389;0.34777;1.90919144463878
20753;79;0.19976;0;0;0;0;1;0;0;0;0;0;0;0;0;1.28141;0.20329;0.44303;2.04341797869473
20753;80;0.21151;0;0;0;0;0;1;0;0;0;0;0;0;0;2.0157;0.19162;0.44289;1.71241162608013
20753;81;0.28224;0;0;0;0;0;0;1;0;0;0;0;0;0;4.0684;0.17089;0.4307;1.64466970924271
20753;82;0.16924;0;0;0;0;0;0;0;1;0;0;0;0;0;2.67112;0.10634;0.3971;1.49914437961988
20753;83;0.1048;0;0;0;0;0;0;0;0;1;0;0;0;0;3.95921;0.14456;0.35731;1.3339683131693
